name,source_list,list_version,retrieved_at,url,stars,pushed_at,language,topics_matched,stack_layer_heuristic,in_corpus,in_corpus_via,nonplatform_flag_queue_only,eligible
TrafficGuard/typedai,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/TrafficGuard/typedai,1195,2025-12-22,TypeScript,"ai-agents,agents",agent,,,0,1
polterguy/magic,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/polterguy/magic,1193,2026-09-18,C#,ai-agents,component,,,0,1
sipyourdrink-ltd/bernstein,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/sipyourdrink-ltd/bernstein,1191,2026-09-19,Python,ai-agents,component,,,0,1
0xranx/OpenContext,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/0xranx/OpenContext,1189,2026-06-16,JavaScript,ai-agents,tooling,,,1,1
alookai/alook,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/alookai/alook,1189,2026-09-18,TypeScript,ai-agents,tooling,,,0,1
Ido-Levi/Hephaestus,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/Ido-Levi/Hephaestus,1187,2025-12-01,Python,ai-agents,review,,,0,1
BitMiracle-AI/Dormice,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/BitMiracle-AI/Dormice,1187,2026-09-18,TypeScript,"ai-agents,agents",component,,,0,1
tintinweb/pi-subagents,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/tintinweb/pi-subagents,1184,2026-09-03,TypeScript,ai-agents,review,,,0,1
i365dev/free4chat,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/i365dev/free4chat,1182,2026-09-19,TypeScript,ai-agents,review,,,0,1
volcengine/SearchCLI,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/volcengine/SearchCLI,1180,2026-09-18,TypeScript,ai-agents,tooling,,,0,1
Azure/GPT-RAG,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/Azure/GPT-RAG,1178,2026-09-09,Python,ai-agents,component,,,0,1
matthiasn/lotti,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/matthiasn/lotti,1175,2026-09-19,Dart,ai-agents,agent,,,0,1
Chorus-AIDLC/Chorus,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/Chorus-AIDLC/Chorus,1172,2026-09-17,TypeScript,ai-agents,review,,,0,1
kalil0321/reverse-api-engineer,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/kalil0321/reverse-api-engineer,1171,2026-08-30,Python,ai-agents,tooling,,,0,1
Spielewoy/autoprompt-skill,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/Spielewoy/autoprompt-skill,1170,2026-09-17,JavaScript,ai-agents,tooling,,,1,1
rasbt/mini-coding-agent,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/rasbt/mini-coding-agent,1166,2026-04-07,Python,agents,tooling,,,0,1
zjunlp/LightMem,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/zjunlp/LightMem,1163,2026-09-05,Python,ai-agents,component,,,0,1
test-zeus-ai/testzeus-hercules,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/test-zeus-ai/testzeus-hercules,1162,2026-08-04,Python,agents,review,,,0,1
pierpaolo28/Awesome-FDE-Roadmap,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/pierpaolo28/Awesome-FDE-Roadmap,1158,2026-09-13,,ai-agents,review,,,1,1
AGenUI/AGenUI,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/AGenUI/AGenUI,1153,2026-09-17,C++,ai-agents,review,,,0,1
fcakyon/claude-codex-settings,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/fcakyon/claude-codex-settings,1147,2026-09-18,Python,ai-agents,review,,,1,1
fetchai/innovation-lab-examples,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/fetchai/innovation-lab-examples,1144,2026-09-01,Python,"ai-agents,llm-agents",component,,,1,1
MoizIbnYousaf/ai-agent-skills,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/MoizIbnYousaf/ai-agent-skills,1143,2026-08-17,JavaScript,ai-agents,tooling,,,1,1
ClawBio/ClawBio,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/ClawBio/ClawBio,1140,2026-09-18,Python,ai-agents,review,,,1,1
Rath-Team/OpenRath,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/Rath-Team/OpenRath,1139,2026-07-31,Python,ai-agents,component,,,0,1
DeepMyst/Mysti,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/DeepMyst/Mysti,1138,2026-09-16,TypeScript,"ai-agents,agents",tooling,,,0,1
Dicklesworthstone/coding_agent_session_search,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/Dicklesworthstone/coding_agent_session_search,1136,2026-09-19,Rust,ai-agents,tooling,,,0,1
withkynam/vibecode-pro-max-kit,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/withkynam/vibecode-pro-max-kit,1132,2026-06-21,JavaScript,ai-agents,review,,,1,1
OpenLAIR/dr-claw,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/OpenLAIR/dr-claw,1132,2026-09-17,JavaScript,ai-agents,review,,,0,1
cloudflare/sandbox-sdk,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/cloudflare/sandbox-sdk,1132,2026-09-19,TypeScript,agents,component,,,0,1
brycewang-stanford/Awesome-Journal-Skills,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/brycewang-stanford/Awesome-Journal-Skills,1124,2026-09-14,Stata,ai-agents,component,,,1,1
ctxrs/ctx,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/ctxrs/ctx,1124,2026-09-17,Rust,agents,tooling,,,1,1
agentrq/agentrq,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/agentrq/agentrq,1121,2026-09-19,Go,agents,component,,,0,1
XiaoLuoLYG/GOD,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/XiaoLuoLYG/GOD,1118,2026-08-27,Python,"ai-agents,llm-agents",review,,,0,1
digitalknk/openclaw-runbook,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/digitalknk/openclaw-runbook,1110,2026-05-26,Astro,ai-agents,review,,,0,1
allenpeng0705/EnvoyMesh,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/allenpeng0705/EnvoyMesh,1108,2026-09-19,TypeScript,ai-agents,review,,,0,1
erha19/ping-island,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/erha19/ping-island,1108,2026-09-18,Swift,agents,tooling,,,0,1
Anil-matcha/awesome-gpt-6-astra,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/Anil-matcha/awesome-gpt-6-astra,1105,2026-09-18,,ai-agents,review,,,1,1
BagelHole/DevOps-Security-Agent-Skills,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/BagelHole/DevOps-Security-Agent-Skills,1105,2026-05-22,Shell,ai-agents,review,,,1,1
EmbeddedLLM/JamAIBase,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/EmbeddedLLM/JamAIBase,1103,2026-09-03,Python,agents,component,,,1,1
tomasz-tomczyk/crit,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/tomasz-tomczyk/crit,1097,2026-09-18,Go,ai-agents,tooling,,,0,1
bubblelabai/BubbleLab,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/bubblelabai/BubbleLab,1094,2026-04-30,TypeScript,ai-agents,tooling,,,0,1
lee-to/ai-factory,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/lee-to/ai-factory,1091,2026-09-18,Shell,ai-agents,review,,,1,1
ProxyShard/ShardBrowser,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/ProxyShard/ShardBrowser,1091,2026-09-13,TypeScript,ai-agents,tooling,,,0,1
VoAPI/VoAPI,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/VoAPI/VoAPI,1088,2026-01-27,Go,ai-agents,component,,,0,1
andrepimenta/claude-code-chat,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/andrepimenta/claude-code-chat,1087,2026-09-18,JavaScript,ai-agents,tooling,,,0,1
webbrain-one/webbrain,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/webbrain-one/webbrain,1087,2026-09-17,JavaScript,ai-agents,tooling,,,0,1
whchien/ai-trader,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/whchien/ai-trader,1087,2026-03-28,Python,ai-agents,component,,,0,1
fancyboi999/ai-engineering-from-scratch-zh,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/fancyboi999/ai-engineering-from-scratch-zh,1086,2026-09-14,Python,"ai-agents,agents",component,,,1,1
agentlas-ai/Agentlas-OS,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/agentlas-ai/Agentlas-OS,1085,2026-09-18,Python,"ai-agents,llm-agents,agents",component,,,1,1
oceanbase/powercontext,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/oceanbase/powercontext,1085,2026-09-18,Python,ai-agents,component,,,0,1
cognizant-ai-lab/neuro-san-studio,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/cognizant-ai-lab/neuro-san-studio,1084,2026-09-19,Python,"ai-agents,agents",review,,,0,1
RUC-NLPIR/Arbor,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/RUC-NLPIR/Arbor,1078,2026-09-08,Python,agents,review,,,0,1
0xsline/awesome-deepseek-harness,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/0xsline/awesome-deepseek-harness,1076,2026-09-17,Python,ai-agents,review,,,1,1
cisco-ai-defense/mcp-scanner,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/cisco-ai-defense/mcp-scanner,1074,2026-09-19,Python,agents,component,,,0,1
openops-cloud/openops,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/openops-cloud/openops,1073,2026-09-17,TypeScript,ai-agents,component,,,0,1
dynamiq-ai/dynamiq,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/dynamiq-ai/dynamiq,1069,2026-09-18,Python,agents,component,,,0,1
microsoft/Agents,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/microsoft/Agents,1068,2026-09-18,TypeSpec,agents,component,,,0,1
perplexityai/numbat,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/perplexityai/numbat,1067,2026-09-15,Go,ai-agents,review,,,0,1
NirDiamant/Agent_Memory_Techniques,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/NirDiamant/Agent_Memory_Techniques,1067,2026-09-18,Jupyter Notebook,"ai-agents,llm-agents",component,,,0,1
vstorm-co/pydantic-deepagents,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/vstorm-co/pydantic-deepagents,1067,2026-09-15,Python,ai-agents,review,,,1,1
asklokesh/loki-mode,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/asklokesh/loki-mode,1066,2026-09-15,Shell,ai-agents,review,,,0,1
rogue-security/rogue,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/rogue-security/rogue,1064,2026-08-04,Python,"ai-agents,agents",review,,,0,1
MayDay-wpf/snow-cli,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/MayDay-wpf/snow-cli,1063,2026-09-19,TypeScript,ai-agents,tooling,,,0,1
JudgmentLabs/judgeval,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/JudgmentLabs/judgeval,1063,2026-09-16,Python,agents,component,,,1,1
pikpikcu/airecon,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/pikpikcu/airecon,1060,2026-09-11,Python,ai-agents,tooling,,,0,1
Mininglamp-OSS/octo-server,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/Mininglamp-OSS/octo-server,1059,2026-09-17,Go,ai-agents,component,,,0,1
gamedev-skills/awesome-gamedev-agent-skills,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/gamedev-skills/awesome-gamedev-agent-skills,1055,2026-09-10,Python,ai-agents,tooling,,,1,1
WecoAI/awesome-autoresearch,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/WecoAI/awesome-autoresearch,1054,2026-07-30,,ai-agents,review,,,1,1
ongridio/ongrid,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/ongridio/ongrid,1053,2026-09-16,Go,ai-agents,component,,,0,1
jonwiggins/optio,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/jonwiggins/optio,1053,2026-09-18,TypeScript,agents,review,,,0,1
us/crw,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/us/crw,1051,2026-09-19,Rust,ai-agents,component,,,0,1
Evokoa/pgGraph,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/Evokoa/pgGraph,1049,2026-08-22,Rust,ai-agents,review,,,0,1
atlassian/atlassian-mcp-server,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/atlassian/atlassian-mcp-server,1047,2026-09-15,JavaScript,ai-agents,component,,,0,1
docker/compose-for-agents,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/docker/compose-for-agents,1038,2026-09-02,TypeScript,ai-agents,component,,,1,1
langchain-ai/mcpdoc,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/langchain-ai/mcpdoc,1035,2026-08-20,Python,agents,tooling,,,0,1
AltanS/collie,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/AltanS/collie,1032,2026-09-17,TypeScript,ai-agents,review,,,0,1
binance/binance-skills-hub,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/binance/binance-skills-hub,1032,2026-09-11,Python,agents,review,,,1,1
ZhangJinHaHaHa/AgentLens,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/ZhangJinHaHaHa/AgentLens,1029,2026-08-24,TypeScript,ai-agents,review,,,0,1
SafeAI-Lab-X/ClawKeeper,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/SafeAI-Lab-X/ClawKeeper,1020,2026-08-17,TypeScript,agents,component,,,1,0
pguso/agents-from-scratch,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/pguso/agents-from-scratch,1016,2026-07-25,Python,ai-agents,component,,,1,1
AFK-surf/open-agent,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/AFK-surf/open-agent,1015,2025-10-10,TypeScript,agents,review,,,0,1
l0ng-ai/tty7,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/l0ng-ai/tty7,1013,2026-09-19,Rust,ai-agents,tooling,,,0,1
vercel-labs/knowledge-agent-template,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/vercel-labs/knowledge-agent-template,1012,2026-09-15,TypeScript,agents,review,,,1,1
johannesjo/parallel-code,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/johannesjo/parallel-code,1011,2026-09-18,TypeScript,ai-agents,tooling,,,0,1
uvwt/agentdock,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/uvwt/agentdock,1011,2026-09-15,Go,ai-agents,component,,,1,1
clawkwork/clawk,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/clawkwork/clawk,1011,2026-08-13,Go,ai-agents,review,,,0,1
hoangsonww/Claude-Code-Agent-Monitor,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/hoangsonww/Claude-Code-Agent-Monitor,1010,2026-09-18,TypeScript,ai-agents,review,,,1,1
Agent-Field/SWE-AF,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/Agent-Field/SWE-AF,1009,2026-09-09,Go,ai-agents,tooling,,,0,1
goat-sdk/goat,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/goat-sdk/goat,1006,2026-07-02,TypeScript,agents,review,,,0,1
bytechefhq/bytechef,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/bytechefhq/bytechef,1004,2026-09-18,Java,ai-agents,review,,,0,1
Human-Agent-Society/CORAL,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/Human-Agent-Society/CORAL,1003,2026-09-08,Python,"ai-agents,llm-agents",tooling,,,0,1
jarrodwatts/claude-delegator,github-topic,snapshot-2026-09-19,2026-09-19,https://github.com/jarrodwatts/claude-delegator,1000,2026-03-09,JavaScript,ai-agents,component,,,0,1
